HCH_012_045_000000	福建《禹貢》揚州之域。
HCH_012_045_000921	又有那拖巡檢司，治那拖市，後遷縣西森山市，廢。
HCH_012_045_000922	臨高府西。
HCH_012_045_000923	北濱海。
HCH_012_045_000924	南有黎母江。
HCH_012_045_000925	南有田牌巡檢司，後遷墳橫岡。
HCH_012_045_000926	又東有定南、北有博鋪二巡檢司，廢。
HCH_012_045_000927	安定府南。
HCH_012_045_000928	元至元二十九年六月置。
HCH_012_045_000929	天曆二年十月升爲南建州。
HCH_012_045_000930	洪武元年十月復爲縣。
HCH_012_045_000931	南有五指山，亦曰黎母山，黎人環居山下，外爲熟黎，內爲生黎。
HCH_012_045_000932	北有建江，繞郡境西北流，入南渡江。
HCH_012_045_000933	東有潭覽屯田千戶所，元置，洪武中因之，永樂四年廢。
HCH_012_045_000934	西有青寧巡檢司。
HCH_012_045_000935	又東有寧村巡檢司，治潭覽村，後遷縣東南南資都，仍故名。
HCH_012_045_000936	文昌府東。
HCH_012_045_000937	西北有七星山。
HCH_012_045_000938	南有紫貝山。
HCH_012_045_000939	東北濱海。
HCH_012_045_000940	東南有文昌江，入於海。
HCH_012_045_000941	又東北有清瀾守禦千戶所，洪武二十七年八月置，萬曆九年遷縣東南南𥐽都陳家村。
HCH_012_045_000942	西北有鋪前巡檢司。
HCH_012_045_000943	東北有青藍頭巡檢司，後遷縣東抱凌港。
HCH_012_045_000944	會同府東南。
HCH_012_045_000945	元至元二十九年六月置。
HCH_012_045_000946	東濱海。
HCH_012_045_000947	西有黎盆溪，東有調囂巡檢司，治端趙都，尋遷縣東南南滄村。
HCH_012_045_000948	樂會府東南。
HCH_012_045_000949	西有白石山。
HCH_012_045_000950	東濱海。
HCH_012_045_000951	西北有萬泉河，有黎盆水流入焉。
HCH_012_045_000952	儋州元南寧軍，屬海北海南道宣慰司。
HCH_012_045_000953	洪武元年十月改爲儋州，屬府。
HCH_012_045_000954	正統四年六月以州治宜倫縣省入。
HCH_012_045_000955	西北有龍門嶺。
HCH_012_045_000956	西濱海。
HCH_012_045_000957	北有倫江。
HCH_012_045_000958	西南有鎮南、又有安海二巡檢司。
HCH_012_045_000959	又東有歸姜巡檢司，廢。
HCH_012_045_000960	東北距府三百七十里。
HCH_012_045_000961	領縣一：昌化州南。
HCH_012_045_000962	舊城在東南，今城本昌化守禦千戶所，洪武二十五年置。
HCH_012_045_000963	正統六年五月徙縣治焉。
HCH_012_045_000964	西濱海。
HCH_012_045_000965	南有昌江。
HCH_012_045_000966	萬州元萬安軍，屬海北海南道。
HCH_012_045_000967	洪武元年十月改爲萬州，屬府。
HCH_012_045_000968	正統四年六月以州治萬安縣省入。
HCH_012_045_000969	北有六連山，龍滾河出焉。
HCH_012_045_000970	東南海中有獨洲山。
HCH_012_045_000971	東有蓮塘巡檢司，後廢。
HCH_012_045_000972	西北距府四百七十里。
HCH_012_045_000973	領縣一：陵水州南。
HCH_012_045_000974	東北有舊縣城，今治本南山守禦千戶所，洪武二十七年置。
HCH_012_045_000975	正統間，遷縣於此。
HCH_012_045_000976	西有小五指山。
HCH_012_045_000977	東濱海，海中有雙女嶼。
HCH_012_045_000978	東北有牛嶺巡檢司。
HCH_012_045_000979	崖州元吉陽軍，屬海北海南道宣慰司。
HCH_012_045_000980	洪武元年十月改爲崖州，屬府。
HCH_012_045_000981	正統四年六月以州治寧遠縣省入。
HCH_012_045_000982	南有南山。
HCH_012_045_000983	北有大河，自五指山分流，南入海。
HCH_012_045_000984	東有滕橋、西有抱歲、又西北有通遠三巡檢司。
HCH_012_045_000985	北距府千四百一十里。
HCH_012_045_000986	領縣一：感恩州西北。
HCH_012_045_000987	舊屬儋州。
HCH_012_045_000988	正統五年來屬。
HCH_012_045_000989	西濱海。
HCH_012_045_000990	南有南湘江，源自黎母山，西南入於海。
HCH_012_045_000991	東南有延德巡檢司。
HCH_012_045_000992	羅定州元瀧水縣，屬德慶路。
HCH_012_045_000993	洪武元年屬德慶州。
HCH_012_045_000994	萬曆五年五月升爲羅定州，直隸布政司。
HCH_012_045_000995	西南有瀧水，源出瑤境。
HCH_012_045_000996	又有瀧水、新寧、從化三千戶所，俱萬曆七年置。
HCH_012_045_000997	又有函江守禦千戶所，萬曆五年五月置於西寧縣境，十六年遷於州界之鳷溝驛。
HCH_012_045_000998	南有開陽鄉、西北有晉康鄉二巡檢司。
HCH_012_045_000999	又東有建水巡檢司，治建水鄉，後遷縣東南古模村，又遷高要縣白坭村，尋復還白模。
HCH_012_045_001000	領縣二。
HCH_012_045_001001	東距布政司五百三十里。
HCH_012_045_001002	東安州東。
HCH_012_045_001003	萬曆五年十一月以瀧水縣東山黃姜峒置，析德慶州及高要、新興二縣地益之。
HCH_012_045_001004	北有西江，西有瀧水流入焉。
HCH_012_045_001005	東北有南鄉守禦千戶所，西南有富霖守禦千戶所，俱萬曆五年五月置。
HCH_012_045_001006	東南有羅苛巡檢司。
HCH_012_045_001007	西寧州西。
HCH_012_045_001008	萬曆五年十一月以瀧水縣西山大峒置，析德慶州及封川縣地益之。
HCH_012_045_001009	東北有西江，與德慶州分界。
HCH_012_045_001010	東南有瀧水。
HCH_012_045_001011	西南有封門守禦千戶所，萬曆五年五月置。
HCH_012_045_001012	北有都城鄉巡檢司。
HCH_012_045_001013	又西南有懷鄉巡檢司，後廢。
HCH_012_045_001014	廣西《禹貢》荊州之域及荊、揚二州之徼外。
HCH_012_045_001015	元置廣西兩江道宣慰使司，治靜江路。
HCH_012_045_001016	屬湖廣行中書省。
HCH_012_045_001017	至正末，改宣慰使司爲廣西等處行中書省。
HCH_012_045_001018	洪武二年三月因之。
HCH_012_045_001019	六年四月置廣西都衛。
HCH_012_045_001020	與行中書省同治。
HCH_012_045_001021	八年十月改都衛爲都指揮使司。
HCH_012_045_001022	九年六月改行中書省爲承宣布政使司。
HCH_012_045_001023	領府十一，州四十有八，縣五十，長官司四。
HCH_012_045_001024	爲裏一千一百八十三。
HCH_012_045_001025	北至懷遠，與湖廣、貴州界。
HCH_012_045_001026	東至梧州，與廣東界。
HCH_012_045_001027	西至太平，與貴州、雲南界。
HCH_012_045_001028	南至博白，與廣東界。
HCH_012_045_001029	距南京四千二百九十五里，京師七千四百六十二里。
HCH_012_045_001030	洪武二十六年編戶二十一萬一千二百六十三，口一百四十八萬二千六百七十一。
HCH_012_045_001031	弘治四年，戶四十五萬九千六百四十，口一百六十七萬六千二百七十四。
HCH_012_045_001032	萬曆六年，戶二十一萬八千七百一十二，口一百一十八萬六千一百七十九。
HCH_012_045_001033	桂林府，元靜江路。
HCH_012_045_001034	洪武元年爲府。
HCH_012_045_001035	五年六月改爲桂林府。
HCH_012_045_001036	領州二，縣七：臨桂，倚。
HCH_012_045_001037	洪武三年七月建靖江王府於獨秀峯前。
HCH_012_045_001038	東有桂山。
HCH_012_045_001039	東北有堯山。
HCH_012_045_001040	又有桂江，亦曰灕江，南有陽江來合焉，至蒼梧縣合於左、右江。
HCH_012_045_001041	東有蘆田市、西有兩江口二巡檢司。
HCH_012_045_001042	南有湘山渡巡檢司，後廢。
HCH_012_045_001043	興安，府北。
HCH_012_045_001044	南有海陽山，湘水出其北，流入湖廣永州府界，灕水出其南，南入梧州府界。
HCH_012_045_001045	北有越城嶺，亦曰始安嶠，五嶺之最西嶺，下有始安水流入灕水。
HCH_012_045_001046	西南有融江六峒、西有鹽砂寨、北有唐家鋪三巡檢司。
HCH_012_045_001047	又西南有巖關。
HCH_012_045_001048	靈川，府北。
HCH_012_045_001049	北有百丈山。
HCH_012_045_001050	東北有融江，源出融山二洞中，一名銀江，流經縣境，又南入靈川縣界，合於灕江。
HCH_012_045_001051	南有白石潭、東北有千秋峽二巡檢司。
HCH_012_045_001052	陽朔，府南。
HCH_012_045_001053	北有陽朔山。
HCH_012_045_001054	東有灕江。
HCH_012_045_001055	東南有伏荔市、南有都樂墟二巡檢司。
HCH_012_045_001056	西有白竹寨巡檢司，廢。
HCH_012_045_001057	全州，元全州路，屬湖廣道。
HCH_012_045_001058	洪武元年爲府。
HCH_012_045_001059	九年四月降爲州，省州治清湘縣入焉，屬湖廣永州府。
HCH_012_045_001060	二十七年八月來屬。
HCH_012_045_001061	西有湘山。
HCH_012_045_001062	南有湘水，又北有洮水流合焉。
HCH_012_045_001063	又西有西延、西南有建安、東北有柳浦三巡檢司。
HCH_012_045_001064	又東北有平塘巡檢司，廢。
HCH_012_045_001065	南距府二百五十里。
HCH_012_045_001066	領縣一：灌陽州南少東。
HCH_012_045_001067	南有灌水，經州界，合於湘水。
HCH_012_045_001068	西南有吉寧鄉崇順裏巡檢司。
HCH_012_045_001069	永寧州，元古縣。
HCH_012_045_001070	洪武十四年改爲古田縣。
HCH_012_045_001071	隆慶五年三月升爲永寧州。
HCH_012_045_001072	縣舊治在今州南三十里。
HCH_012_045_001073	洪武初，移於今州南八里。
HCH_012_045_001074	成化十八年又移今治。
HCH_012_045_001075	又有黃源水，下流入灕江。
HCH_012_045_001076	南有桐木鎮、又有常安鎮、西南有富椽鎮三土巡檢司。
HCH_012_045_001077	東距府百五十里。
HCH_012_045_001078	領縣二：永福，州東南。
HCH_012_045_001079	舊屬府，隆慶五年三月改屬州。
HCH_012_045_001080	西南有太和山，太和江環其下，東入柳州府，爲雒清江。
HCH_012_045_001081	又西南有理定縣，元屬靜江舊路，正統五年九月省。
HCH_012_045_001082	又有蘭麻鎮、東北有銅鼓市二巡檢司，廢。
HCH_012_045_001083	義寧，州東北，舊屬府，隆慶五年三月改屬州。
HCH_012_045_001084	北有丁嶺，義江出焉，下流分爲二，東流者爲臨桂縣之相思水，入於灕江，南流者爲永福縣之白石水，即太和江也。
HCH_012_045_001085	西北有桑江口巡檢司。
HCH_012_045_001086	平樂府，元大德五年十一月置。
HCH_012_045_001087	洪武元年因之。
HCH_012_045_001088	領州一，縣七。
HCH_012_045_001089	北距布政司百九十里。
HCH_012_045_001090	平樂，倚。
HCH_012_045_001091	東南有魯溪山。
HCH_012_045_001092	西北有灕江，又北有樂川水，東經昭潭流合焉。
HCH_012_045_001093	又東有榕津寨巡檢司，又有水滻營土巡檢司。
HCH_012_045_001094	又東有龍平寨巡檢司、昭平堡土巡檢司，廢。
HCH_012_045_001095	又東有團山堡，東南有廣運堡、足灘堡，又南有甑灘堡，俱弘治後置。
HCH_012_045_001096	恭城，府東北。
HCH_012_045_001097	南有樂川水，又東有勢江，南有南平江，北有平川江，西南有西水江，俱流合焉。
HCH_012_045_001098	東北有鎮峽寨、東有勢江源二巡檢司。
HCH_012_045_001099	又有白麪寨、西嶺寨二土巡檢司。
HCH_012_045_001100	富川，府東少北。
HCH_012_045_001101	元屬賀州。
HCH_012_045_001102	洪武十年五月改屬潯州府，後來屬。
HCH_012_045_001103	西南有鐘山縣，舊治於此，洪武二十九年十一月移治靄石山下，而置邊蓬寨巡檢司於舊治。
HCH_012_045_001104	北有秦山，接湖廣道州界。
HCH_012_045_001105	東北有氓渚嶺，即臨賀嶺，與湖廣江華縣分界。
HCH_012_045_001106	又東有富江，南合賀水。
HCH_012_045_001107	西南有白霞寨、西北有寨下市二巡檢司。
HCH_012_045_001108	賀府，東南。
HCH_012_045_001109	元賀州，直隸廣西兩江道。
HCH_012_045_001110	洪武初，以州治臨賀縣省入，屬潯州府。
HCH_012_045_001111	十年五月降爲縣，後來屬。
HCH_012_045_001112	東北有臨賀嶺，亦曰桂嶺，下有桂嶺縣，元末廢。
HCH_012_045_001113	東有賀江，至廣東封川縣合於西江。
HCH_012_045_001114	南有信都鄉巡檢司。
HCH_012_045_001115	北有沙田寨巡檢司，後遷縣西點燈寨，尋廢。
HCH_012_045_001116	又東北有大寧寨、樊字寨、白花洞三土巡檢司，後廢。
HCH_012_045_001117	荔浦，府西少南。
HCH_012_045_001118	舊屬桂林府，弘治四年來屬。
HCH_012_045_001119	舊治在今縣西。
HCH_012_045_001120	景泰七年移於後山，即今治。
HCH_012_045_001121	東有銅鼓嶺，一名火焰山。
HCH_012_045_001122	又荔江在南，下流入灕江。
HCH_012_045_001123	東南有峯門寨巡檢司，後遷中峒。
HCH_012_045_001124	西北有南原寨巡檢司，後遷縣東南下峒，又遷縣東延濱江。
HCH_012_045_001125	又西南有華蓋城，萬曆中築。
HCH_012_045_001126	修仁，府西少南。
HCH_012_045_001127	舊屬桂林府，弘治四年來屬。
HCH_012_045_001128	舊治在今縣西馬浪坪。
HCH_012_045_001129	景泰初，遷今縣南霸寨村。
HCH_012_045_001130	成化十五年遷於五福嶺，即今治。
HCH_012_045_001131	東北有荔江，有麗壁市土巡檢司。
HCH_012_045_001132	西南有石牆堡，萬曆間築。
HCH_012_045_001133	昭平，府南少東。
HCH_012_045_001134	萬曆四年四月析平樂、富川二縣地置。
HCH_012_045_001135	五年又析賀縣地益之。
HCH_012_045_001136	東有五指山。
HCH_012_045_001137	又有灕江。
HCH_012_045_001138	又有思勤江，下流入於灕江。
HCH_012_045_001139	東南有龍平縣，元屬府，洪武十八年廢。
HCH_012_045_001140	永安州元立山縣，屬府。
HCH_012_045_001141	洪武十八年廢爲立山鄉，屬荔浦縣。
HCH_012_045_001142	成化十三年二月置州，曰永安，屬桂林府。
HCH_012_045_001143	弘治三年九月改爲長官司。
HCH_012_045_001144	五年復爲州，來屬。
HCH_012_045_001145	東有蒙山，下有蒙水。
HCH_012_045_001146	南有古眉寨土巡檢司。
HCH_012_045_001147	北有羣峯寨土巡檢司，後遷州西北杜莫寨，又遷州北貓兒堡。
HCH_012_045_001148	東南有仙回營，萬曆中置。
HCH_012_045_001149	東北距府百二十里。
HCH_012_045_001150	梧州府，元梧州路。
HCH_012_045_001151	洪武元年爲府。
HCH_012_045_001152	領州一，縣九。
HCH_012_045_001153	北距布政司五百八十里。
HCH_012_045_001154	蒼梧，倚。
HCH_012_045_001155	城西南有大江，江即黔、鬱二水，合流於潯州府城東，爲潯江；入府界，東經立山下，又東經此，與桂江合，謂之三江口，下流爲廣東之西江。
HCH_012_045_001156	東有長行、西有安平、北有東安、西南有羅粒四巡檢司。
HCH_012_045_001157	藤，府西。
HCH_012_045_001158	元藤州。
HCH_012_045_001159	直隸廣西兩江道。
HCH_012_045_001160	洪武二年九月省州治鐔津縣入焉。
HCH_012_045_001161	十月來屬。
HCH_012_045_001162	十年五月降爲縣。
HCH_012_045_001163	北有藤江，亦曰鐔江，即潯江也。
HCH_012_045_001164	東南有繡江，西有幕僚江，俱流入焉。
HCH_012_045_001165	又西北有五屯守禦千戶所，嘉靖初置。
HCH_012_045_001166	西有白石寨、南有竇家寨、東北有赤水鎮三巡檢司。
HCH_012_045_001167	又東有溻洲、南有周村、西南有驛面、又南有思羅四巡檢司，廢。
HCH_012_045_001168	容，府西南。
HCH_012_045_001169	元容州，直隸廣西兩江道。
HCH_012_045_001170	洪武二年十月來屬。
HCH_012_045_001171	十年五月降爲縣，省州治普寧縣入焉。
HCH_012_045_001172	西北有容山。
HCH_012_045_001173	南有容江，亦名繡江。
HCH_012_045_001174	又東有波羅裏大洞、西南有粉壁寨二巡檢司。
HCH_012_045_001175	岑溪，府南少西。
HCH_012_045_001176	元屬藤州。
HCH_012_045_001177	洪武十年五月改屬府。
HCH_012_045_001178	東北有烏峽山。
HCH_012_045_001179	西有繡江。
HCH_012_045_001180	東南有上裏平河村、西南有南渡二巡檢司。
HCH_012_045_001181	又東南有連城鄉義平巡檢司，廢。
HCH_012_045_001182	懷集，府東北。
HCH_012_045_001183	元屬賀州。
HCH_012_045_001184	洪武初，屬平樂府。
HCH_012_045_001185	十年五月來屬。
HCH_012_045_001186	西南有懷溪水。
HCH_012_045_001187	東有武城鄉、西有慈樂寨、西北有蘭峒寨三巡檢司。
HCH_012_045_001188	鬱林州，元直隸廣西兩江道。
HCH_012_045_001189	洪武二年九月以州治南流縣省入。
HCH_012_045_001190	十月來屬。
HCH_012_045_001191	南有南流江，至廣東合浦縣入海。
HCH_012_045_001192	有橫嶺、文俊二巡檢司，廢。
HCH_012_045_001193	東北距府三百三十里。
HCH_012_045_001194	領縣四：博白，州西南。
HCH_012_045_001195	西有雙角山，綠珠江出其下，流合縣南飲馬水，下流入南流江。
HCH_012_045_001196	南有周羅、西南有沙河二巡檢司。
HCH_012_045_001197	又有安定、春臺、平山、兆常四土巡檢司，尋廢。
HCH_012_045_001198	又東南有海門鎮，舊爲入安南之道。
HCH_012_045_001199	北流，州北。
HCH_012_045_001200	元屬容州。
HCH_012_045_001201	洪武十年五月來屬。
HCH_012_045_001202	東北有勾漏山。
HCH_012_045_001203	東有銅石山，產水銀、硃砂。
HCH_012_045_001204	又南有扶來山，陵水出焉，西南有峨石山，羅水出焉，俱流入廣東化州界。
HCH_012_045_001205	又北有綠藍山，綠藍水出焉，分爲二。
HCH_012_045_001206	東流者經城東登龍橋，與廣東高州府流入之繡江合，又東經容縣，爲容江。
HCH_012_045_001207	西流者入鬱林州，爲南流江。
HCH_012_045_001208	南有雙威寨巡檢司。
HCH_012_045_001209	西有都隴、又有中山、又有清灣三巡檢司，廢。
HCH_012_045_001210	又西有天門關，本名鬼門關，洪武初，改爲桂門關；宣德中，更今名。
HCH_012_045_001211	陸川，州南少東。
HCH_012_045_001212	元屬容州。
HCH_012_045_001213	洪武十年五月來屬。
HCH_012_045_001214	舊爲入安南之道。
HCH_012_045_001215	東有龍化江，下流合容江。
HCH_012_045_001216	南有溫水寨巡檢司。
HCH_012_045_001217	興業，州西少北。
HCH_012_045_001218	南有鐵城山。
HCH_012_045_001219	北有翻車嶺，龍母江出焉，下流入南流江。
HCH_012_045_001220	南有趙家寨、西有長寧寨、北有平安寨、又有棠木寨四巡檢司，後俱廢。
HCH_012_045_001221	潯州府，元潯州路。
HCH_012_045_001222	洪武元年爲府。
HCH_012_045_001223	領縣三。
HCH_012_045_001224	東北距布政司九百八十里。
HCH_012_045_001225	桂平，倚。
HCH_012_045_001226	南有白石山。
HCH_012_045_001227	西北有大藤峽。
HCH_012_045_001228	北有黔江，一名北江，亦曰右江，南有鬱江，一名南江，亦曰左江，至城東匯爲潯江。
HCH_012_045_001229	東北有武靖州，成化三年置，萬曆末廢。
HCH_012_045_001230	又東有大黃江口、北有靖寧鄉、東北有大宣鄉、又有思隆鄉、又有木盤浦、西南有常林鄉六巡檢司。
HCH_012_045_001231	又南有羅秀土巡檢司，又北有碧灘堡、鎮峽堡，俱成化中置。
HCH_012_045_001232	東有牛屎灣堡，西有淹衝堡、秀江堡，俱嘉靖中置。
HCH_012_045_001233	平南，府東。
HCH_012_045_001234	東南有龔江，即潯江也，東有白馬江流入焉。
HCH_012_045_001235	又有奉議衛，洪武二十八年八月置於奉議州，正統六年五月遷於此。
HCH_012_045_001236	東北有大同、西北有泰川、西南有武林三巡檢司。
HCH_012_045_001237	又南有峒心、東南有三堆、東北有大峽、西北有平嶺四土巡檢司。
HCH_012_045_001238	貴，府西。
HCH_012_045_001239	元貴州，直隸廣西兩江道，洪武二年十月降爲縣，來屬。
HCH_012_045_001240	南山在南。
HCH_012_045_001241	又有東、西、北三山。
HCH_012_045_001242	南有鬱江，亦曰南江，羣川悉流入焉。
HCH_012_045_001243	有向武軍民千戶所，本向武守禦千戶所，洪武十八年十月置於向武州，三十年三月升軍民所，正統六年五月來遷縣北門外，萬曆二十三年又遷縣西北謝村鎮。
HCH_012_045_001244	東南有新安寨、北有北山寨二巡檢司。
HCH_012_045_001245	又南有橋頭墟、西有瓦塘渡、又有五州寨、又有東鋋渡、又有郭東里五巡檢司，廢。
HCH_012_045_001246	又東南有三江城，萬曆中築。
HCH_012_045_001247	柳州府，元柳州路。
HCH_012_045_001248	洪武元年爲府。
HCH_012_045_001249	領州二，縣十。
HCH_012_045_001250	東北距布政司四百里。
HCH_012_045_001251	馬平，倚。
HCH_012_045_001252	元爲府屬，洪武元年徙府治於此。
HCH_012_045_001253	南有柳江，亦曰潯水，亦曰黔江，上流自貴州黎平府流入府境，下流至桂平縣合於鬱江，亦曰右江。
HCH_012_045_001254	南有新興鎮、都博鎮二巡檢司。
HCH_012_045_001255	又有歸化鎮巡檢司，廢。
HCH_012_045_001256	洛容，府東北。
HCH_012_045_001257	舊治白龍巖，天順中，徙於硃峒。
HCH_012_045_001258	正德時，爲瑤、僮所據，嘉靖三年十一月復，萬曆四年正月遷於靈塘，以硃峒舊治爲平樂鎮，留兵百名守之。
HCH_012_045_001259	城南有洛清江，至馬平縣入於柳江。
HCH_012_045_001260	西南有江口鎮、又有運江二巡檢司。
HCH_012_045_001261	東有平樂鎮巡檢司，治石榴江，後遷縣東北中渡。
HCH_012_045_001262	又西南有章洛鎮巡檢司，廢。
HCH_012_045_001263	柳城，府西北。
HCH_012_045_001264	舊治龍江南，元爲府治。
HCH_012_045_001265	洪武元年遷治龍江東，而府徙治馬平縣。
HCH_012_045_001266	龍江自天河縣流入，合於融江，即柳江上流。
HCH_012_045_001267	東有東泉鎮巡檢司。
HCH_012_045_001268	北有古枿鎮巡檢司，初治融江東岸，後遷馬頭驛。
HCH_012_045_001269	又東北有古清鎮、西有洛好鎮、又有廖洞鎮三巡檢司。
HCH_012_045_001270	羅城，府西北。
HCH_012_045_001271	洪武二年十月以羅城鄉置，屬融州。
HCH_012_045_001272	十年五月來屬。
HCH_012_045_001273	北有武陽江，下流合於融江。
HCH_012_045_001274	北有武陽鎮、又有莫離鎮、又有通道鎮三巡檢司。
HCH_012_045_001275	又舊有安湘鎮、樂善鎮、中峒鎮三巡檢司，廢。
HCH_012_045_001276	懷遠，府北。
HCH_012_045_001277	元屬融州。
HCH_012_045_001278	洪武十年廢，置三江鎮巡檢司。
HCH_012_045_001279	十三年十一月復置縣，來屬，治大融江、潯江之匯。
HCH_012_045_001280	萬曆十九年移治丹陽鎮。
HCH_012_045_001281	西北有九曲山，山南爲石門山，兩山夾峙。
HCH_012_045_001282	福祿江自貴州永從縣流逕其中，至融縣爲融江，至柳城縣爲柳江。
HCH_012_045_001283	又東北有潯江，自湖廣靖州流合焉，有潯江鎮巡檢司。
HCH_012_045_001284	又西北有萬石鎮，又有宜良鎮、丹陽鎮三巡檢司。
HCH_012_045_001285	融府，西北。
HCH_012_045_001286	元融州，直隸廣西兩江道。
HCH_012_045_001287	洪武二年十月以州治融水縣省入，來屬。
HCH_012_045_001288	十年五月降爲縣。
HCH_012_045_001289	東南有靈巖山。
HCH_012_045_001290	北有云際山。
HCH_012_045_001291	其西曰上石門，以兩山夾峙，融江中流也。
HCH_012_045_001292	又東有寶積山，產鐵。
HCH_012_045_001293	東北有思管鎮、東南有清流鎮、西南有鵝頭隘三巡檢司。
HCH_012_045_001294	又北有長安鎮巡檢司，本在融江東岸，後遷西岸。
HCH_012_045_001295	又有大約鎮土巡檢司。
HCH_012_045_001296	又有保江鎮、理源鎮、西峒鎮三巡檢司，廢。
HCH_012_045_001297	來賓，府南。
HCH_012_045_001298	元屬象州。
HCH_012_045_001299	洪武十年五月來屬。
HCH_012_045_001300	西南有白牛洞。
HCH_012_045_001301	北有白雲洞。
HCH_012_045_001302	南有大江，亦曰都泥江。
HCH_012_045_001303	西有界牌鎮巡檢司，後遷縣南之南岡。
HCH_012_045_001304	象州，元直隸廣西兩江道。
HCH_012_045_001305	洪武二年十月來屬，以州治陽壽縣省入。
HCH_012_045_001306	西有象山。
HCH_012_045_001307	東有雷山。
HCH_012_045_001308	南有象江，即柳江。
HCH_012_045_001309	東北有龍門寨巡檢司。
HCH_012_045_001310	又有鵝頸鎮、尖山鎮二巡檢司，廢。
HCH_012_045_001311	西北距府百十三里，領縣一：武宣，州南。
HCH_012_045_001312	元曰武仙。
HCH_012_045_001313	宣德六年更名。
HCH_012_045_001314	舊治陰江。
HCH_012_045_001315	宣德六年三月徙於高立。
HCH_012_045_001316	東南有大藤峽，後名永通峽。
HCH_012_045_001317	西有柳江，又有都泥江，亦謂之橫水江，來入焉，下流爲潯州府之右江，亦入於柳江。
HCH_012_045_001318	西北有安永鎮、西南有縣郭鎮二巡檢司。
HCH_012_045_001319	又東有東鄉、又有周衝、又有閒得三巡檢司，廢。
HCH_012_045_001320	賓州，元直隸廣西兩江道。
HCH_012_045_001321	洪武二年九月以州治領方縣省入。
HCH_012_045_001322	十月來屬。
HCH_012_045_001323	東南有鎮龍山。
HCH_012_045_001324	西南有燈臺山。
HCH_012_045_001325	西有古漏山，下有古漏關，古漏水出焉，入於賓水。
HCH_012_045_001326	賓水在南，即都泥江也。
HCH_012_045_001327	東有安城鎮巡檢司。
HCH_012_045_001328	又東有樑村巡檢司，後廢。
HCH_012_045_001329	北距府三百里。
HCH_012_045_001330	領縣二：遷江，州北。
HCH_012_045_001331	西有古黨山，有峒。
HCH_012_045_001332	東北有大江，即都泥江。
HCH_012_045_001333	東有遷江屯田千戶所，洪武二十五年九月置。
HCH_012_045_001334	東南有清水鎮巡檢司，又有羅目鎮、李廣鎮二巡檢司，廢。
HCH_012_045_001335	又東有石零堡，北有都歷堡，俱正德中築。
HCH_012_045_001336	上林，州西少北。
HCH_012_045_001337	西有大明山，澄江出焉，亦名南江，東合北江，又東入遷江縣之大江。
HCH_012_045_001338	西北有三里營，南丹衛在焉。
HCH_012_045_001339	衛舊在南丹州，洪武二十八年八月置，二十九年正月升軍民指揮使司，尋罷軍民，止爲衛。
HCH_012_045_001340	永樂二年十二月徙上林縣東，正統六年五月徙賓州城，與賓州千戶所同治，萬曆八年徙於此。
HCH_012_045_001341	西南有周安堡，在八寨中，舊爲瑤、僮所據，嘉靖三年討平之，萬曆七年改屬南丹衛。
HCH_012_045_001342	西北有三畔鎮巡檢司。
HCH_012_045_001343	又東北有琴水橋、東南有思龍鎮、又有三門灘鎮三巡檢司。
HCH_012_045_001344	慶遠府，元慶遠路。
HCH_012_045_001345	洪武元年爲府。
HCH_012_045_001346	二年正月改慶遠南丹軍民安撫司。
HCH_012_045_001347	三年六月復曰慶遠府。
HCH_012_045_001348	領州四，縣五，長官司三。
HCH_012_045_001349	東北距布政司五百七十里。
HCH_012_045_001350	宜山，倚。
HCH_012_045_001351	北有龍江，東流入融縣，合於融江。
HCH_012_045_001352	西有河池守禦千戶所，洪武二十八年十月置於河池縣，永樂六年徙於此。
HCH_012_045_001353	東有大曹鎮、西有懷遠鎮、又有德勝鎮、又有東江鎮四巡檢司。
HCH_012_045_001354	天河，府北少東。
HCH_012_045_001355	舊縣在高寨。
HCH_012_045_001356	洪武二年遷於蘭石。
HCH_012_045_001357	正統七年又遷甘場。
HCH_012_045_001358	嘉靖十三年又遷福祿鎮。
HCH_012_045_001359	萬曆十九年始移今治。
HCH_012_045_001360	西南有龍江，自貴州獨山州流入。
HCH_012_045_001361	北有東禪鎮巡檢司，又有思農鎮、歸仁鎮二土巡檢司。
HCH_012_045_001362	忻城，府南少東。
HCH_012_045_001363	西有烏泥江，即都泥江。
HCH_012_045_001364	北有三寨堡土巡檢司。
HCH_012_045_001365	河池州，元河池縣。
HCH_012_045_001366	弘治十七年五月升爲州。
HCH_012_045_001367	縣舊治在州北懷德故城。
HCH_012_045_001368	天順六年遷屏風山。
HCH_012_045_001369	成化十三年還治懷德。
HCH_012_045_001370	嘉靖四年又遷鳳儀山南。
HCH_012_045_001371	西有智州山。
HCH_012_045_001372	東有金城江，下流合於都泥江。
HCH_012_045_001373	江北有金城鎮巡檢司。
HCH_012_045_001374	又東有都銘鎮、土堡鎮二巡檢司，後廢。
HCH_012_045_001375	東距府二百五十里。
HCH_012_045_001376	領縣二：思恩，州東北。
HCH_012_045_001377	舊屬府，正德元年二月改屬州。
HCH_012_045_001378	舊治在環江洲。
HCH_012_045_001379	永樂末，遷於清潭村。
HCH_012_045_001380	宣德三年十一月遷於白山寨。
HCH_012_045_001381	成化八年遷於歐家山。
HCH_012_045_001382	南有環江，北有帶溪，皆合流於龍江。
